sample_id	0007888f-8d96-4c01-8251-7fef6cc71596	000b6b94-572d-4d06-a8f4-2e43829f83d4	000d81dd-9ba4-4852-9090-2bf22f6483f0	0016a232-4573-4e00-afdc-7b4144101ef9	00174492-1adc-4310-8147-a622befbb466	0019c951-16c5-48d0-85c8-58d96b12d330	0022cd20-f64f-4773-b9ff-a3de0b71b259	0024696f-27f5-4d5d-a933-d8c8c52146a6	00252d7f-e222-462f-badc-b97e8dce2021	002cf74b-098b-4de6-9a76-0d889c894ab6
SYNGR4	0	0.3366	0.667	0.3095	0.1214	0.4599	0.0835	1.3331	0.0907	0.5137
CLEC11A	35.5328	42.993	7.4515	35.6074	15.6302	118.7492	70.0883	2.1301	11.8391	16.0459
ODAD1	0.8726	2.2969	0.2673	0.6489	0.2171	2.1211	0.4943	0.5206	0.2125	0.3578
CARD8	4.5716	10.2918	23.1457	2.7967	8.7168	8.4629	14.0721	2.5347	10.2136	3.3972
LIG1	12.2458	47.775	14.1416	8.5263	13.5224	23.7298	9.9744	10.9194	10.957	12.3167
SIGLEC6	0.8494	0.5989	1.0384	4.7961	0.315	1.3365	3.0955	0.0549	0.4573	0.7887
ZNF175	6.9505	4.9747	9.9617	2.3777	6.1978	9.9506	5.0959	1.6926	7.8488	2.0124
PLA2G4C	4.8494	6.3085	12.8306	3.6453	6.8602	5.1095	4.3985	0.9949	4.0293	0.9453
SIGLEC5	0.0302	0.181	0.1793	0	0.0979	0.3215	0.0898	0.0199	0.1707	0.0162
CABP5	0.068	0	0.0505	0.0234	0	0	0.0253	0	0	0
HAS1	0.0637	2.0677	0.3782	0.0658	0.0688	1.1734	7.7887	0.063	0.0257	0.2742
RAB3D	99.0613	9.7759	20.416	4.894	24.7637	79.0432	19.0464	25.5656	47.009	25.3682
DBP	8.4067	8.8482	14.4869	59.8553	7.8448	6.5781	4.9591	6.8189	7.7296	1.2892
TMEM205	109.1595	65.2073	48.6163	165.1143	49.878	55.632	33.9796	18.4931	95.6782	27.5564
CAPS	75.0356	21.5724	3.1519	65.5526	2.3702	9.4021	4.32	5.6739	3.0005	1.6988
PLPPR2	128.8114	21.3162	29.3179	14.6556	21.4032	50.4943	39.9509	17.4305	29.0125	31.3195
FAM83E	6.7347	4.5322	0.0837	0.0971	0.0305	0.8076	16.5084	47.8668	0.2731	23.0644
RASIP1	5.0802	7.6302	46.43	12.6996	23.4311	7.6991	19.8682	5.7462	26.3677	3.7211
THEG	0.6491	0.6143	0.1522	0.0706	0.0185	3.6368	0.0254	0.0901	0	0.3493
FGF21	0.1056	0.3691	0	0	0	0	0	0	0.0426	0
BCAT2	64.0174	57.7288	21.1454	30.5172	22.525	18.2262	18.1067	19.6004	21.4755	25.5131
MIER2	7.3517	9.9986	6.7297	5.0773	4.9868	9.8499	7.1341	6.1857	7.0678	10.8639
PLEKHA4	14.8065	12.1189	16.6858	172.2879	25.3498	83.1393	19.1431	22.5044	63.1913	14.836
PPP2R1A	186.1063	134.4026	117.2853	171.0418	104.89	127.594	111.6743	88.8204	143.9727	99.1775
TNPO2	66.3876	75.6177	51.9876	18.7615	38.3418	57.7014	39.7533	22.9251	52.4085	44.3076
WDR83OS	0	0	0	0	0	0	0	0	0	0
CACNG7	0	0	0.1134	0	0.0138	0.0625	0.0757	0	0	0.0137
GCDH	38.0895	41.146	11.1824	19.5922	9.8637	22.2376	14.6819	4.0981	12.0939	6.7941
LILRB5	0.933	7.1323	6.5342	0.3424	3.787	0.681	1.4703	0.0602	1.2858	0.3384
KLF1	0.6627	0.6179	0.7215	0.1522	0.0478	0.2533	0.0657	0.0874	0.0357	0.1664
DNASE2	67.3267	149.1477	60.0945	139.7079	88.9362	155.3099	112.7056	28.0309	149.6452	55.7347
MAST1	0.9271	1.569	0.2105	0.1879	0.4833	0.1697	0.0487	0.2373	0.0528	0.223
LENG1	45.8238	22.9916	25.5107	58.8383	23.146	17.9171	28.8504	11.4676	13.7104	10.969
PRPF31	51.402	79.6345	38.3131	82.2326	33.152	35.1497	35.678	26.758	46.9574	30.5306
TFPT	73.908	38.6387	20.6474	62.7572	16.0258	38.6852	29.8664	17.9636	16.1976	13.2678
JAK3	1.6527	84.1697	15.7926	10.0889	20.8923	2.8266	16.2297	1.0622	16.776	10.4078
RPL18A	478.4073	587.1626	196.9639	709.9475	254.3332	360.5852	230.7357	283.1987	244.914	279.1416
SLC5A5	0.1162	3.192	0.69	2.4549	0.0628	0.1427	0.1008	0.0383	0.0626	0.0938
KCNN1	0.1611	2.1459	2.2855	0.0617	3.3665	0.4544	0.2795	0.1298	0.2024	0.1445
ARRDC2	11.5111	28.5258	48.3009	51.85	81.6243	19.0287	24.3257	13.6308	42.297	12.0499
PIK3R2	0.0828	0.2896	0.1434	0.019	0.179	0.113	0.0205	0.0546	0	0.26
RAB3A	23.9809	9.5666	10.4256	4.9207	5.973	11.4362	9.6115	3.0259	5.7679	3.1135
PDE4C	0.0109	0.0218	0.0808	0.03	0.153	0.0178	0.0081	0.0072	0	0.0352
ISYNA1	40.4284	173.0973	45.9795	54.2718	45.0036	45.8336	36.2295	4.5949	21.2114	6.3186
ELL	16.2583	23.3928	15.2736	6.3393	10.7673	16.565	11.6672	8.3896	11.8424	17.1474
CRTC1	17.724	19.9242	10.0419	16.173	6.531	9.6201	6.5505	3.7317	8.0987	6.9001
COMP	37.8909	30.7837	0.7185	13.5763	0.9964	361.5053	459.4273	1.2311	0.1861	21.4694
UPK1A	3.5997	0.2085	0.4647	0	0.1128	0.1282	0.1551	6.2956	0.1685	0.1123
COPE	132.5888	135.7221	60.7916	207.4375	46.3345	60.4074	56.041	80.7144	69.7209	83.8225
DDX49	57.5331	88.8711	42.5618	66.2054	33.3627	43.9709	34.5199	16.5316	52.415	23.9309
ETV2	4.3712	1.0255	1.1307	1.9621	0.68	1.7626	0.8617	2.8388	1.3104	0.8376
ATP4A	0	1.4235	0.0542	0.5034	0.0395	0	0.0272	0.1325	0.8557	0
ARMC6	51.8126	41.2005	19.3734	30.6554	14.7602	19.1692	20.2539	11.8759	22.1992	15.8529
TMEM147	100.2212	128.1597	55.012	250.4794	48.7241	92.0027	71.2382	58.8943	92.2238	53.3752
GAPDHS	0.0482	0.0963	0	0	0.0781	0	0.0358	0.1589	0.5837	0.0778
ELOCP28	0.4496	0.4492	1.0012	0.4646	0.3645	0	0.3343	0	0.7262	0.3629
MAG	0.0241	0.0722	0.7506	3.334	0	0.0789	0.3401	0	0	0.0389
TMEM59L	1.7911	2.0062	0.2417	1.9818	0.176	1.3111	2.5422	0.0895	0.1534	0.2337
HAMP	0.9711	2.6367	0.8502	1.887	0.296	0.2039	1.8142	0.2627	1.2065	2.2377
USF2	97.9454	110.8141	55.3047	90.6735	40.5581	64.9471	79.1528	36.5789	87.3911	40.4494
LSR	199.3494	166.7973	51.3019	196.4053	52.894	148.0745	64.2287	309.2771	148.6518	264.5026
KXD1	26.5508	34.9033	18.9621	26.1127	17.8697	24.3676	23.4372	10.5484	26.074	23.2691
FKBP8	377.4809	373.0804	307.0689	593.8331	226.7936	238.3559	194.6552	155.2502	319.9052	164.4317
SUGP1	28.5852	31.1082	20.4808	27.6239	13.4994	23.5823	21.1674	8.5638	15.0724	10.2424
HPN	168.5464	13.3748	202.9227	123.2076	141.1143	76.6068	13.8881	0.1946	278.7102	0
ZNF14	27.3224	7.0158	18.6742	5.667	13.5174	29.5036	14.8235	4.6629	10.6049	1.359
SCN1B	3.8587	2.7782	12.4891	15.8548	9.7641	3.4943	4.6973	0.6934	14.163	0.6173
PBX4	4.5247	11.2697	3.4494	4.2968	3.486	1.4771	2.7048	3.9716	0.9876	2.7146
ERF	18.0722	49.7405	58.8693	26.7789	33.8582	41.6837	38.4601	24.9702	53.2723	100.8895
GSK3A	22.4812	34.9802	17.1448	21.0756	14.5468	25.1112	22.2025	38.8578	21.768	29.3227
ATP13A1	56.1828	62.4108	24.3893	23.0714	15.0333	32.6658	26.1518	28.34	23.436	44.97
ZNF574	12.6533	19.0596	13.0291	12.0193	8.6195	25.4227	13.0157	21.8914	12.7574	25.2325
GRIK5	2.0751	0.4828	0.3587	16.4016	0.1459	0.8147	0.3381	0.4593	0.1377	1.8051
SIPA1L3	36.4651	31.8959	11.1499	7.5078	14.267	43.5424	18.0359	38.4092	20.1026	56.6874
ZNF85	5.0532	4.1178	7.5925	2.072	3.7291	12.6141	8.1039	0.8154	3.9082	1.4952
ETHE1	52.0812	28.1184	16.4351	199.4146	19.4496	41.8043	44.9846	80.3027	33.2271	28.0749
CADM4	56.4557	21.6067	1.875	17.5331	7.3372	80.2056	41.9723	9.5361	14.5597	15.87
SMG9	12.8597	22.2361	8.9769	7.562	5.9706	14.1023	16.5886	7.2737	8.7766	13.0791
AVL9	27.2901	17.0335	14.4196	3.592	9.277	29.6293	9.6797	20.6412	10.0621	23.2093
RUNDC3B	0.8322	0.2872	5.9749	0.4899	3.9166	1.5735	3.2509	1.0875	5.5107	0.285
CFAP69	24.2668	2.0176	4.6537	0.7091	2.4146	6.2833	2.4117	0.6479	1.4735	2.8199
GTPBP10	10.327	7.4508	8.3347	1.9293	4.9201	13.6301	6.3726	5.7199	5.0248	9.7988
RASA4	0.0882	0.335	0.6681	0.1824	0.763	0.5203	0.3477	0.2037	0.3563	0.2089
CDK6	2.3582	11.5172	14.3494	0.7181	11.1265	28.3084	9.9089	14.606	15.3151	89.9788
PMPCB	39.046	48.5506	49.5842	23.3315	31.2304	49.2125	28.2097	16.4361	28.7889	31.7472
DNAJC2	15.2603	24.0561	11.785	5.7473	6.1047	23.5657	14.0395	8.0799	7.5778	23.0693
TFPI2	1.6037	8.8553	13.7224	0.7433	29.2934	1.4327	5.2245	1.0768	35.651	0.6904
BET1	24.706	16.3317	22.3335	5.6175	17.4492	21.4333	18.1153	9.974	19.6224	14.6846
NAMPT	39.3823	45.1007	42.9802	7.9817	33.4288	29.3736	37.6821	69.7369	44.8041	37.9196
POLR1F	62.8707	20.2323	26.8511	7.2128	15.432	32.0462	23.2165	26.5558	18.0173	48.3646
PIK3CG	0.4589	8.334	17.4261	0.8915	5.0836	10.3788	11.5584	0.4357	13.9633	3.5609
PON3	0.0865	2.3333	1.5411	4.2076	0.3646	46.1021	41.2252	3.4683	6.944	0.0745
PON2	24.3048	44.8559	75.8245	27.218	43.2304	104.1747	62.7402	56.8714	117.8703	75.0334
ITGB8	1.8056	5.5287	18.0795	1.9404	20.5111	23.1796	2.1429	22.2658	38.5149	27.7426
HBP1	42.6305	15.5872	44.2931	3.3665	29.5211	69.4326	26.3489	16.467	41.0399	11.3224
DUS4L	3.6164	4.1565	3.3097	1.9646	1.9613	3.7362	2.0719	1.6667	1.3712	3.6411
SP4	12.3067	6.3129	13.3074	2.9655	6.0629	8.4934	7.7196	7.1415	5.0663	3.9736
WDR91	9.4869	51.9656	32.7282	3.4511	36.0089	10.1874	10.8915	9.6683	53.5908	11.126
DNAH11	0.0925	1.5714	0.3925	0.1245	7.8171	0.0108	0.0131	0.6276	6.8211	0.1612
CBLL1	30.024	17.9851	25.4729	5.3801	15.2308	50.9803	21.8351	14.3704	24.1471	25.8012
DLX5	3.8002	6.6538	5.217	1.0135	2.4953	2.8108	5.2253	5.5239	3.9929	0.9455
MTPN	163.9343	153.5834	234.1398	64.2209	160.5024	256.0806	207.4025	188.0237	259.4631	156.9885
STEAP1B	0.033	0.1978	0.245	0.1137	0.113	0.036	0.3108	0.7762	0.1954	0.148
PTN	76.6245	45.7347	23.677	10.0797	25.5478	21.1194	28.5814	14.3704	53.5764	3.4283
PALS2	4.6855	4.506	17.277	1.3363	6.2357	3.3137	3.0933	3.3155	4.8588	2.3495
GSDME	1.1438	5.7877	6.5461	4.8081	6.1006	4.785	5.8848	1.1587	10.5756	1.0749
ATP6V0A4	0	0.0518	0.3078	0.0357	0.8031	0.75	0.2056	13.0018	0.0558	0.3255
ZC3HAV1	25.6832	19.2816	27.8709	9.5382	20.2395	31.9014	18.5157	44.7296	26.4043	37.6377
TTC26	11.3761	9.8264	11.4283	3.8009	8.0351	16.7519	7.1646	2.2937	7.6787	10.4639
OGDH	110.4255	94.995	189.3372	61.6871	125.7134	84.9484	72.8221	146.7442	156.6118	73.8287
NPVF	0	0	0	0	0	0	0	0	0.1934	0.0645
ADAP1	0.5067	6.4119	1.1911	9.1833	1.3463	1.4984	0.7639	22.0813	4.6036	23.0038
TFEC	0.305	8.7878	39.6798	0.1931	15.3262	6.4744	5.7677	0.1196	34.1214	17.7152
H2AZ2	91.7796	74.8208	99.4514	38.3985	60.2723	122.7894	84.485	83.4784	94.3913	89.1085
CAV2	5.8502	21.7536	90.6781	90.6184	70.0211	12.5976	37.9523	29.6763	100.6299	6.139
CAV1	30.6761	60.2221	292.5268	171.4084	240.7075	79.7358	219.7486	21.4678	296.247	19.4128
MET	3.8769	26.5096	188.0729	134.3171	88.2025	5.4205	15.4604	33.879	230.1294	110.8182
RNF32	4.5651	2.8503	1.7669	0.4605	0.8899	1.2016	0.4606	1.9782	0.6188	1.3161
LMBR1	40.205	18.7613	20.0211	6.4631	10.3252	28.5829	17.2746	8.7339	18.6325	29.1107
NHP2P1	0.4628	0.7705	0.687	0.2125	0.5835	0.3789	0.1147	1.3223	0.4983	2.4072
WNT2	5.0996	17.3407	0.0243	0.0563	0.0442	27.7063	30.744	0.0431	0	7.4413
HOXA1	0.5885	5.3751	0.9153	0.0193	0.5149	1.8129	2.9585	11.5128	1.0637	2.5788
DNAJB6	18.4761	21.7695	17.9164	4.4473	11.9897	30.3881	27.2106	20.8822	18.7045	17.7938
HOXA2	1.0997	1.953	0.8616	0.1052	0.8254	0.3502	1.4988	4.5926	0.6414	1.0027
HOXA3	3.79	10.0025	6.4372	0.1824	5.1784	1.152	4.0481	13.6637	4.2768	19.3886
LFNG	98.7193	15.2145	37.8755	8.0138	7.0262	67.8658	42.7989	63.5882	14.1647	144.8731
HOXA5	15.0815	9.9751	31.0623	0.2284	28.9733	4.75	12.1673	24.5623	27.7714	7.9375
HOXA6	2.4402	0.831	4.7753	0	4.3457	0.5904	0.7009	4.0959	2.5528	1.4027
BRAT1	41.4792	52.3082	27.7294	27.6351	16.8232	23.4373	12.251	36.6835	25.209	50.2
IQCE	32.3732	14.0241	10.0999	9.3741	7.0195	34.3612	9.7889	36.7138	11.7605	49.7231
ANKRD7	0.188	0.6574	0.8025	0.3077	0.254	0.0577	0.2796	0.0155	0.4555	0.0506
VIPR2	0.611	1.6092	0.1443	0.0383	0.2551	10.7686	2.3538	0.0366	0.0224	1.1657
TSPAN12	23.9055	6.8201	272.8201	12.4783	228.1135	4.4619	15.6752	6.6464	260.5502	93.8403
SSBP1	43.0021	63.0064	34.6417	48.5839	31.924	52.5274	44.0255	25.4473	30.3889	52.8263
HOXA13	60.6962	0.5896	0.3964	0.0097	0.5468	0.4488	0.5537	17.9133	4.8914	25.2514
CPED1	7.7173	2.9003	16.001	0.2237	5.0878	10.1933	11.2198	0.6484	6.5168	7.028
EVX1	12.4362	0.0848	0.063	0.0146	0.0229	0.1216	0.142	10.4819	0.8055	0
HIBADH	142.9154	46.9781	159.2929	59.223	104.3175	155.936	66.1374	66.8239	177.9347	69.6227
TAX1BP1	117.7786	50.1254	61.4809	26.7851	30.7799	120.8406	51.3458	80.8196	52.3824	68.3935
CPVL	7.6477	51.3237	80.3305	167.2481	29.2762	39.3422	34.3207	6.7194	89.2236	51.4778
CHN2	0.2027	0.0337	0.1881	0.0349	0.0456	0.1037	0.0314	0.9134	0.0409	0.2
GRB10	24.9261	40.033	168.9936	5.1428	51.1719	16.2292	21.8526	10.9292	87.8501	3.5942
ABHD11	146.5448	87.7066	27.5931	111.2568	14.3851	65.2918	38.3534	34.08	29.5923	20.8586
COBL	19.3396	0.4118	7.3436	4.2839	2.8342	21.734	6.602	12.5041	6.1565	17.5619
FKBP14	9.6415	12.6557	10.0966	2.0396	7.6605	25.8371	33.3219	11.8979	7.6569	12.9818
PLEKHA8	4.0653	6.9714	5.9089	0.7983	3.8667	9.6869	4.4776	10.6281	4.0601	10.6073
STX1A	3.0489	10.5062	1.8908	1.4757	0.8968	3.7293	3.7445	4.6319	0.8883	6.2514
NOD1	2.5287	9.3635	11.2157	7.9549	5.4323	8.5311	7.621	5.1472	5.6116	6.9727
GARS1	16.6199	31.7669	12.7814	16.0246	8.5557	23.1231	25.9753	32.6324	12.424	28.2533
CRHR2	0.0561	1.0458	1.2489	0.7985	0.7173	0.2296	0.0278	0.4438	0.6039	0.1107
EPHB6	8.0565	8.8772	9.1392	8.6946	6.6103	1.9398	3.9202	4.5537	11.3587	0.8138
MINDY4	0.5829	0.4076	0.3317	0.6893	0.2782	0.3262	0.2311	0.7495	0.1961	0.643
GHRHR	0.5003	0.3407	0.0675	0	0	0	0.0845	0.2099	0.0735	0.5139
NSUN5P2	0.4426	1.52	0.3696	0.0381	0.3289	0.2492	0.144	0.3831	0.134	0.4168
CASP2	18.3226	30.8024	21.2912	5.2403	14.838	35.0944	21.5627	11.6781	19.0232	28.5328
CHCHD2	644.8449	830.4764	489.9778	1046.657	402.6111	659.187	375.3568	565.7047	488.3375	645.0065
CCL24	1.0761	1.1727	0.2905	0.1685	0.5551	0.1202	0.2182	21.5777	0.0395	2.6058
HSPB1	453.2726	960.6699	583.0216	1462.9006	627.4094	215.7024	666.6637	3168.1373	1236.8875	691.3819
NPTX2	3.6467	3.1494	19.5247	0.2918	667.9202	2.7551	7.8362	0.4034	461.3331	0.4685
PDAP1	180.0941	186.6335	84.9424	141.3734	84.059	122.7466	114.9699	48.6718	104.3692	111.3485
BUD31	52.6227	43.9625	31.8637	47.0704	29.9138	42.969	40.8857	18.9241	37.1871	43.729
PTCD1	2.3308	1.7275	0.8557	1.3209	0.6907	1.3648	0.9223	0.8759	0.7084	1.3554
CYP3A5	1.568	2.0958	22.8254	0.9452	6.159	4.0244	1.8566	23.8438	6.8472	33.7674
ZKSCAN1	113.0187	27.2583	41.6563	7.1512	25.8971	132.1761	37.6146	36.8743	26.3853	36.4878
EIF3B	103.5489	105.3024	65.4306	55.1548	57.7866	80.1968	47.764	92.0421	83.4692	77.5482
SNX8	20.1151	30.2595	14.4619	43.6751	14.266	15.6803	16.1802	19.4185	17.7155	19.6951
NUDT1	10.1466	68.6405	10.8678	34.9286	10.6721	16.2274	23.5925	27.2127	17.3228	17.0402
PTPRZ1	0.0422	5.9063	0	0.0097	0.0228	0.0345	0.0627	5.3358	0.0284	0.6318
TAF6	23.0293	26.2146	18.9183	8.066	12.3977	27.0801	21.258	8.7737	13.2819	18.5892
WASL	120.2167	47.8908	108.2941	29.9444	62.3971	162.5389	73.99	75.0302	88.2182	70.0895
HYAL4	0	0.026	0.1158	0.0179	0.0562	0.149	0.058	0.0857	0.126	0.042
SPAM1	0.0705	0	0.0349	0	0.0127	0	0	0	0	0
AIMP2	29.8234	34.739	9.4916	14.6378	9.4594	28.6359	15.5931	21.5687	13.2542	26.035
TFR2	0.4643	4.0761	0.6475	0.4071	0.3269	0.9563	0.6904	2.069	1.1476	3.816
FSCN3	0.0228	0.1597	0.1356	0	0.1111	0.0935	0	0.0602	0.0738	0.0614
MOSPD3	53.028	30.0549	24.5153	31.5831	29.5422	38.5034	30.9581	24.799	52.0192	18.8583
PAX4	0	0.0474	0	0.0164	0	0	0	0.047	0	0.0128
PCOLCE	26.6442	55.149	9.1378	16.3168	14.9512	97.6516	266.0334	5.646	14.723	18.6362
FBXO24	0.5138	0.1497	0.1589	0.1032	0.2082	0.2629	0.1592	0.2682	0.0864	0.265
PPP1R17	0	0	0.1685	0.0521	0.0409	0	0	0.0499	0.0305	0
RBM28	8.7811	13.8785	6.1947	2.3704	5.1944	9.2836	6.3314	3.2137	3.9138	8.1964
USP42	11.1653	15.9456	8.9311	2.7492	4.8521	16.0994	8.4807	10.4194	6.5102	21.2518
IMPDH1	93.099	77.6265	19.241	16.7724	14.7758	66.0702	47.3393	38.2672	32.6569	14.0853
AGFG2	42.0676	12.8838	25.3742	14.2808	11.63	16.7723	14.3776	18.2681	19.0576	30.8224
LSM5	25.4093	30.7815	17.6215	24.5224	16.9467	35.4867	22.8854	33.6612	19.2079	28.262
SERPINE1	15.8967	181.9942	131.5417	36.8384	130.239	28.9567	351.0131	17.3024	140.8851	166.3644
AP1S1	103.3941	97.5899	102.4962	126.485	80.4006	136.5333	70.2578	39.3041	92.2701	226.9608
MOGAT3	0.0585	0.0584	1.5201	0	3.7468	0	0	10.8224	10.017	11.1145
C1GALT1	4.6391	11.1188	24.5947	4.2004	17.004	7.823	14.2457	41.9272	16.0812	51.0195
PLOD3	49.3484	60.5587	51.042	24.3278	53.4721	31.036	43.7981	44.2175	101.7963	114.9207
RPA3	20.5061	27.9744	29.9844	29.7287	18.7434	34.6496	15.8519	34.5908	19.8541	31.2659
ZNHIT1	58.47	54.0221	38.7055	119.2708	29.9304	41.0468	32.1506	23.4921	51.1443	47.1932
CLDN15	9.7548	11.5659	22.015	3.9882	9.6778	5.4666	8.9555	6.8712	16.9886	16.517
NOBOX	0	0	0	0	0.0182	0	0	0.0445	0.0817	0.1089
GLCCI1	10.9852	11.1395	13.8644	9.6867	5.6287	45.4191	15.5489	5.2981	10.5853	7.6053
MYL10	0	0.0678	0.2015	0.0468	0	0.0556	0	0.0448	0.0548	0.2191
PHF14	20.0945	13.8439	9.5898	6.2892	7.4698	25.123	14.2754	12.431	7.6917	38.4917
NRF1	14.81	16.8689	16.5411	8.2007	9.6489	18.0356	17.0303	7.1306	11.7364	9.1894
TMEM106B	25.2242	12.1671	39.8935	9.6683	19.9989	41.7078	20.8704	39.7906	33.8157	62.6349
EZH2	6.7608	39.7521	8.0482	2.7686	4.2668	11.5501	8.3304	13.3748	3.0162	17.6483
CEP41	5.0813	3.7932	2.552	1.4351	1.5	6.7404	3.6161	0.7668	2.0619	8.0345
ZNF862	10.2133	8.6052	8.3662	3.2529	5.5559	9.7077	4.8125	4.2239	4.2025	3.4971
SFRP4	150.4514	32.572	7.4492	4.9265	10.3195	157.8873	469.3303	0	13.7478	77.0383
MEST	11.5859	61.0064	3.3068	10.423	7.3275	19.6238	12.6147	13.0225	1.1107	78.59
MEOX2	0.541	5.1645	6.3362	0.6833	1.1045	1.8952	27.3736	0.5748	0.9224	2.0865
ANKMY2	25.7461	23.073	48.7978	16.7388	35.6209	24.8904	19.9402	25.5324	36.7991	28.5975
ACTR3C	1.6547	2.7	2.5057	0.8512	2.4025	2.9811	0.9432	0.7347	3.8129	2.6002
POU6F2	0.0514	3.7478	0.3179	0.0118	0.1898	0.007	0.0446	0.0565	0.0346	0.0691
TSPAN13	1043.7163	68.3851	90.5394	52.1841	35.6674	675.0977	330.6871	309.2097	64.6435	233.3133
RARRES2	28.9686	165.8403	224.2288	65.1971	408.0536	77.8912	238.7097	3.7171	550.2999	62.5769
AGR2	1207.5484	7.2892	0	51.0155	0.0279	1651.1678	201.1546	1535.0754	0.0208	200.2538
AHR	5.1162	23.5389	33.3513	15.0932	18.9186	34.6113	43.9662	48.3477	30.9375	83.6825
CHCHD3	44.4882	46.748	50.3984	35.5338	36.6579	61.3023	44.4349	19.2059	40.1912	49.6488
GIMAP2	4.6558	30.5204	51.864	2.4818	18.3651	18.6175	37.1656	2.241	25.6602	15.947
TMEM176B	29.4924	352.2887	970.826	122.7304	826.1995	240.1523	223.1984	136.9911	1073.3314	72.63
GLI3	0.9864	3.5082	2.3768	0.4163	2.7267	68.7608	13.2003	1.1817	0.8258	1.3368
PSMA2	0.6039	1.1472	0.4546	0	0.4367	0.3692	0.1518	0.9255	0.0893	0.3296
MRPL32	50.8273	48.2314	46.03	27.8237	34.4861	42.5949	32.8652	31.4876	31.8772	31.0178
COA1	9.5682	20.8696	11.9043	7.1943	7.9141	12.9452	8.9737	9.5736	8.3891	13.6657
BLVRA	61.2458	175.4183	122.1221	96.7114	67.9293	148.5049	121.7913	63.7935	84.9822	27.8409
URGCP	25.2049	18.8675	22.7116	16.8929	15.6434	25.3318	16.7881	29.2024	26.5161	29.8524
TMEM248	153.612	107.4453	111.3505	67.815	81.0894	170.9525	138.4132	57.9149	138.5574	170.651
STAG3L4	12.0337	13.1588	8.6838	17.8577	8.9885	7.3678	6.7555	5.2706	14.8383	14.8857
RHEB	69.3481	79.9571	40.5159	42.6074	31.9822	71.4558	68.458	45.7166	50.9368	93.7522
PRKAG2	17.3747	5.0316	10.8263	2.6122	6.4776	9.1193	5.0927	2.5432	7.4622	10.5078
AEBP1	145.8116	244.4087	97.6665	49.2453	69.7098	1172.3336	1667.3346	7.2036	143.7773	120.0483
POLD2	126.3085	146.6605	58.6963	77.1469	67.4552	83.8007	42.4285	67.6859	75.4773	67.1406
MYL7	0	0.3906	0	0	0.0264	0	0	0.0645	0.0395	0.0789
GCK	0.0408	0.1088	0	0.075	0.0074	0.2007	0.1619	0.018	0.077	0.022
BCL7B	37.9267	57.879	54.0447	50.2827	30.0701	49.4501	53.0967	25.3154	55.1806	56.8241
YKT6	62.2021	63.8899	28.0637	30.6162	18.6167	64.2059	45.9755	45.3481	39.0185	45.3728
TBL2	48.3563	22.0943	22.8432	20.7565	19.5689	32.6822	21.2805	9.9703	21.5499	14.9478
GALNTL5	0	0	0.0637	0	0.0348	0	0	0.0142	0	0.0347
CLIP2	4.2517	17.6748	23.8132	3.0956	25.6448	12.9454	15.8191	17.8225	14.4597	37.0601
EIF4H	147.0325	150.3397	197.5828	69.6001	151.135	154.6311	110.4161	71.4087	148.489	119.9758
LIMK1	15.4821	40.1173	12.6571	15.117	7.513	41.923	40.4252	11.8519	18.2594	56.5492
SPATA6L	0.213	1.3733	1.7678	2.5146	1.58	2.529	1.0868	1.9216	0.7506	5.9392
SLC1A1	6.0254	4.6219	74.1694	12.4658	44.0742	6.0648	72.8467	22.9764	90.6409	110.8899
LHX2	1.1987	5.303	0.1271	0.0393	0.0308	0.1169	0.1485	0.527	0.0461	0.5836
FKTN	8.7443	3.5417	9.216	0.9606	4.1196	12.6715	4.0136	4.6504	5.0811	5.7896
FSD1L	5.6062	3.5967	2.7314	0.4971	1.2009	6.7297	2.489	3.9966	1.3809	1.4133
CNTNAP3	0.3219	0.2393	1.3668	0.0155	0.627	0.1103	0.3617	0.4985	0.8523	0.1047
SPIN1	88.9823	49.3099	152.448	16.4225	73.52	185.9981	109.7782	44.2427	75.603	102.1121
NMRK1	22.9742	11.3649	47.41	28.658	27.9795	23.4637	17.7931	15.5632	19.7145	13.9111
TMEM245	92.4044	16.4513	105.5182	27.0569	43.6097	67.888	26.2372	20.4382	46.7221	112.6117
PRUNE2	41.6869	0.5527	72.1474	0.2274	53.5669	1.6216	1.8114	3.6582	87.2994	9.0788
MEGF9	43.7993	12.1139	38.8088	47.6632	22.5201	146.7175	54.7815	17.3503	23.0841	27.9588
TRIM14	108.5412	45.1491	43.2181	10.1759	22.4844	62.0518	29.0574	66.4819	55.8703	52.3854
CORO2A	139.2111	14.1785	3.0735	10.3797	1.7119	52.7605	22.1886	50.094	5.1265	126.2172
TGFBR1	47.6244	17.4901	50.2309	16.6248	26.6454	95.1235	79.4106	26.9548	52.978	100.8381
SEC61B	517.1231	196.616	159.7011	306.0347	109.7055	196.7928	184.319	137.1324	135.474	187.0223
C5	7.8116	4.9154	2.4619	1.7588	1.8336	15.036	3.139	2.3813	0.9427	6.1881
OGN	9.0942	0.5313	0.2369	1.0137	0.1437	49.6037	73.6606	1.0521	0.3436	5.533
ASPN	27.4382	21.4728	14.9486	3.5779	14.1573	823.0261	1484.2637	4.1857	5.1492	36.5021
ECM2	5.1897	5.7058	25.5668	0.769	12.3463	49.2285	75.539	1.6633	13.3105	6.8571
TLE4	5.5622	11.774	7.1461	0.8816	3.6832	7.071	11.6616	10.0622	3.8732	25.0653
